measuring point,CON_L5,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,GF3,GF4,RIS12,RIS13,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,RIS3,RIS5,RIS6,RIS9,RIS11,ULS1,ULS2,RIS14,RIS15,ZR1,ZR2,gm_ZR,gm_ZL
sensor number,1,3,4,6,7,8,9,10,11,15,16,21,22,30,31,32,33,34,35,36,37,38,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,250,250,100,100,25,250,250,50,50,50,50,50,50,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.213,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,0.083,0.131,0.644,1.144,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.285,-0.225,-0.111,0.039,0.139,1.099,1.099,1.68,1.779,1.444,1.883,0.0,0.0
2025-02-01 16:29:32.836,103.26,61.99,39.44,12.4,12.39,10.24,7.43,5.31,1.28,19.08,12.09,26.99,20.66,15.33,47.3,48.92,23.69,1.08,0.94,0.95,0.72,0.56,91.11,72.76,47.1,38.79,36.22,47.94,38.48,11.24,9.84,4.74,3.22,-0.25,-0.25
2025-02-01 16:29:33.140,95.08,59.75,37.21,12.08,11.74,9.92,7.27,4.98,0.87,16.63,12.3,27.48,20.58,15.51,47.71,49.73,24.09,0.92,0.85,0.82,0.76,0.44,91.52,66.21,46.9,38.38,35.0,48.96,39.51,11.65,10.33,4.82,3.22,-0.25,-0.25
2025-02-01 16:29:33.328,96.72,59.54,38.63,12.32,11.91,10.0,7.76,5.15,1.2,17.65,13.11,28.62,21.72,15.7,48.12,48.92,24.7,0.96,0.98,1.03,0.8,0.56,92.33,68.67,48.73,39.2,36.02,52.02,45.23,12.46,10.82,4.98,3.51,-0.25,-0.25
2025-02-01 16:29:33.578,99.99,57.92,38.22,12.48,11.83,10.41,7.76,5.06,1.28,17.65,13.11,27.72,20.74,15.19,47.09,48.3,23.97,1.2,1.06,0.99,0.88,0.52,100.9,71.53,45.07,36.75,33.38,51.81,42.78,12.14,10.58,4.86,3.43,-0.25,-0.25
2025-02-01 16:29:33.829,103.26,57.51,37.61,12.57,12.31,10.57,7.84,5.06,1.52,17.86,12.91,26.34,19.76,14.96,46.48,48.51,22.91,1.0,1.06,1.11,0.84,0.6,101.3,73.99,43.03,34.7,32.36,48.55,39.91,11.32,9.68,4.78,3.31,-0.25,-0.25
2025-02-01 16:29:34.078,101.63,57.3,37.61,12.73,12.55,10.32,7.51,4.49,1.28,17.65,13.32,28.45,21.72,16.98,47.5,49.12,24.62,1.04,1.14,1.11,0.88,0.52,98.04,77.26,49.95,40.22,37.24,50.59,47.07,11.49,9.93,5.1,3.59,-0.25,-0.25
2025-02-01 16:29:34.328,97.95,56.69,37.41,12.48,12.07,9.51,6.78,4.57,1.28,17.24,13.32,29.51,21.88,17.43,47.71,48.3,25.48,0.92,0.9,1.03,0.72,0.44,98.04,73.99,49.55,41.65,37.85,47.32,40.12,11.73,10.25,5.1,3.63,-0.25,-0.25
2025-02-01 16:29:34.579,104.49,56.49,37.0,12.73,12.47,9.67,7.27,5.15,1.2,16.63,13.11,29.11,21.8,16.88,48.32,49.94,25.6,0.96,1.02,0.95,0.76,0.52,101.71,76.04,53.01,42.06,38.67,44.26,36.03,12.14,10.25,4.98,3.35,-0.25,-0.25
2025-02-01 16:29:34.828,113.89,58.12,37.61,13.05,12.88,10.57,8.25,5.55,1.28,17.04,13.93,29.19,22.29,16.76,49.14,51.78,25.68,1.04,0.94,0.99,0.92,0.69,108.24,78.08,51.18,40.83,38.26,42.84,35.83,12.22,10.66,4.94,3.43,-0.25,-0.25
2025-02-01 16:29:35.098,119.62,57.3,37.0,12.81,12.72,10.57,7.6,5.31,0.87,15.2,12.3,28.7,21.55,16.96,48.53,50.76,25.31,1.0,0.73,0.82,0.56,0.32,106.2,81.36,50.36,38.99,35.41,40.18,38.69,11.4,9.93,4.57,2.9,-0.25,-0.25
2025-02-01 16:29:35.329,122.07,59.95,38.42,13.22,12.96,11.14,7.35,5.23,1.11,17.24,14.34,30.33,23.26,17.19,51.81,50.96,26.53,1.08,1.1,1.15,0.88,0.64,102.53,77.26,53.62,42.27,38.26,42.43,39.1,12.71,11.07,5.02,3.63,-0.25,-0.25
2025-02-01 16:29:35.578,123.71,60.16,38.63,12.73,12.39,10.49,6.86,4.9,1.44,17.04,13.11,29.84,22.86,16.57,50.58,50.76,26.29,1.12,1.06,1.07,1.0,0.48,107.01,80.95,51.18,40.83,37.44,43.24,39.3,12.87,11.11,4.66,3.31,-0.25,-0.25
2025-02-01 16:29:35.828,122.07,60.16,38.63,12.08,11.34,9.59,6.29,4.33,1.28,18.67,13.11,29.92,23.34,16.02,50.79,50.96,26.05,1.08,1.06,1.07,0.8,0.6,105.38,85.86,51.38,41.24,37.04,49.36,46.66,13.2,11.68,4.94,3.43,-0.25,-0.25
2025-02-01 16:29:36.098,113.89,58.73,36.6,11.27,11.1,9.02,6.21,4.25,0.87,16.22,11.28,28.62,22.45,15.82,49.14,49.73,25.11,0.88,0.85,0.95,0.64,0.36,100.49,81.77,51.58,38.38,35.41,42.63,36.85,12.54,11.19,4.78,3.27,-0.25,-0.25
2025-02-01 16:29:36.328,105.31,58.73,38.42,11.59,11.34,9.43,6.94,4.9,1.2,17.45,11.89,28.78,22.2,15.92,48.32,48.1,25.23,1.04,1.06,1.07,0.88,0.36,99.67,82.58,50.97,37.56,35.0,43.86,42.57,12.46,10.94,4.94,3.31,-0.25,-0.25
2025-02-01 16:29:36.578,102.44,60.77,40.05,12.24,12.23,10.0,7.51,5.47,1.36,19.69,13.32,28.37,21.72,16.23,50.79,49.12,24.66,1.2,1.14,1.11,0.96,0.6,100.49,83.4,48.53,36.54,33.99,39.77,36.85,11.49,10.25,4.86,3.51,-0.25,-0.25
2025-02-01 16:29:36.828,106.53,65.65,41.07,12.57,12.72,10.49,8.08,5.64,1.36,20.31,13.11,27.8,21.31,16.57,52.43,50.14,24.26,1.16,1.18,1.35,1.0,0.48,109.87,88.72,50.97,38.99,35.61,38.14,35.21,11.08,9.4,4.66,3.31,-0.25,-0.25
2025-02-01 16:29:37.078,99.58,66.88,41.88,12.65,12.39,10.81,8.49,6.21,1.28,20.31,13.11,28.21,21.72,16.66,53.04,50.35,24.78,1.24,1.18,1.19,0.96,0.69,100.49,77.26,48.12,38.79,35.21,36.92,33.58,11.57,10.01,4.98,3.43,-0.25,-0.25
2025-02-01 16:29:37.328,96.72,71.15,45.34,13.05,12.96,10.89,8.0,5.64,1.76,22.14,13.32,28.21,21.39,16.72,48.73,51.17,24.74,1.33,1.39,1.31,1.17,0.81,100.08,76.85,49.14,40.83,37.44,42.02,37.46,11.24,9.6,4.61,3.1,-0.25,-0.25
2025-02-01 16:29:37.579,90.58,69.12,43.1,12.4,11.99,10.08,7.35,5.31,1.68,22.14,13.11,29.03,23.02,17.15,49.35,51.17,25.35,1.37,1.3,1.31,1.21,0.69,100.9,81.36,54.23,43.08,38.87,43.04,36.85,11.49,9.68,4.66,3.35,-0.25,-0.25
2025-02-01 16:29:37.828,88.95,69.32,43.71,12.08,11.83,9.67,6.78,5.15,1.52,21.53,12.7,29.76,23.1,17.25,51.2,50.96,26.41,1.37,1.26,1.31,1.04,0.73,98.45,75.63,51.58,43.29,39.28,43.45,35.21,12.22,10.21,4.74,3.18,-0.25,-0.25
2025-02-01 16:29:38.098,84.45,66.06,39.64,11.27,11.18,8.86,6.13,4.25,0.71,20.51,10.87,30.09,22.94,17.33,49.14,48.71,26.74,1.0,0.98,1.03,0.76,0.4,104.57,80.13,52.6,42.06,38.06,48.14,41.14,12.63,10.7,4.37,3.02,-0.25,-0.25
2025-02-01 16:29:38.334,88.13,67.89,42.08,10.86,10.69,8.94,6.62,4.17,1.11,20.92,11.28,31.06,23.99,17.53,49.76,48.92,27.39,1.0,1.02,0.87,0.72,0.32,102.12,83.4,53.82,42.67,39.07,44.67,39.71,13.2,11.19,4.66,3.27,-0.25,-0.25
2025-02-01 16:29:38.585,88.13,66.27,37.61,10.94,10.69,9.26,6.86,4.57,1.03,20.51,10.66,30.0,23.18,16.86,49.56,47.89,26.7,1.12,0.94,0.99,0.72,0.52,103.34,83.4,52.4,39.81,37.04,47.94,37.46,13.36,11.03,4.66,3.31,-0.25,-0.25
2025-02-01 16:29:38.837,96.72,64.23,37.81,11.35,11.1,9.43,6.94,5.06,1.28,20.51,11.48,29.51,22.94,16.27,50.79,49.53,26.05,1.2,1.1,1.11,0.92,0.56,102.53,79.31,48.94,38.99,35.82,51.0,43.8,13.03,11.11,4.57,3.18,-0.25,-0.25
2025-02-01 16:29:39.086,91.81,62.4,37.81,11.19,10.85,9.1,6.62,4.49,1.36,18.26,11.28,29.03,22.94,16.39,48.73,48.92,25.64,1.08,1.1,1.07,0.88,0.44,97.63,77.26,48.12,38.59,35.61,46.3,38.89,12.63,10.54,4.82,3.22,-0.25,-0.25
2025-02-01 16:29:39.328,95.08,62.8,39.24,11.67,11.5,9.83,7.19,5.31,1.44,18.88,12.91,29.35,23.67,16.27,47.91,48.71,25.56,1.0,1.02,1.03,0.84,0.52,97.63,76.04,47.92,38.38,35.61,43.86,36.23,12.79,10.54,4.82,3.35,-0.25,-0.25
2025-02-01 16:29:39.578,101.63,63.82,39.03,12.08,11.74,10.32,7.6,5.31,1.36,18.67,13.11,29.6,23.83,16.23,52.84,51.17,25.96,1.16,1.1,0.99,1.0,0.44,101.71,78.08,46.9,37.16,35.0,41.0,32.55,13.03,11.03,4.7,3.22,-0.25,-0.25
2025-02-01 16:29:39.828,103.26,62.6,38.22,12.24,11.74,10.0,7.51,5.31,1.28,18.88,12.91,29.6,23.75,16.02,54.07,53.62,26.0,1.08,1.02,0.91,0.8,0.52,101.71,78.9,48.33,36.54,35.0,42.63,38.89,13.28,11.6,4.86,3.35,-0.25,-0.25
2025-02-01 16:29:40.098,101.63,59.14,37.21,11.51,11.5,9.59,6.86,4.41,0.79,15.81,10.87,28.54,22.04,16.17,46.48,50.35,25.35,1.0,0.77,0.91,0.72,0.36,103.75,74.81,47.31,34.09,32.77,41.0,35.21,12.3,10.7,4.66,3.02,-0.25,-0.25
2025-02-01 16:29:40.328,108.58,58.53,36.6,11.67,11.1,9.75,7.19,4.82,1.2,17.45,11.48,29.03,22.29,15.92,48.12,50.96,25.19,1.0,1.06,1.07,0.84,0.56,106.61,80.95,50.77,36.34,34.6,45.69,41.96,12.54,10.98,4.82,3.22,-0.25,-0.25
2025-02-01 16:29:40.578,104.9,58.12,37.0,11.92,11.83,10.16,7.43,4.98,1.44,17.04,12.7,28.62,21.8,15.56,48.94,48.92,25.03,1.0,1.18,1.03,0.76,0.4,102.12,79.31,50.16,35.32,33.78,44.26,37.26,12.79,11.03,4.94,3.39,-0.25,-0.25
2025-02-01 16:29:40.828,109.4,59.54,38.22,12.4,11.74,10.65,7.68,5.55,1.36,18.06,13.11,27.64,21.07,15.47,49.97,49.73,24.13,1.08,1.02,0.95,0.76,0.48,111.09,87.5,49.34,34.29,31.75,42.84,38.48,11.49,10.01,4.41,3.02,-0.25,-0.25
2025-02-01 16:29:41.078,117.98,61.17,37.61,12.81,12.55,10.89,8.08,5.64,1.52,17.86,13.72,28.21,22.29,15.88,47.91,49.73,24.62,1.24,1.1,1.11,0.88,0.56,103.34,82.18,49.55,37.56,34.8,43.45,39.3,12.14,10.37,4.7,3.43,-0.25,-0.25
2025-02-01 16:29:41.328,119.21,61.58,39.44,12.65,12.31,10.41,7.43,5.15,1.44,17.86,13.11,27.88,22.2,15.53,47.91,51.17,24.34,1.2,1.14,1.11,0.88,0.64,102.12,78.49,48.73,37.16,33.99,44.26,40.32,12.3,10.29,4.74,3.1,-0.25,-0.25
2025-02-01 16:29:41.578,117.98,62.4,39.64,12.16,11.74,10.08,7.51,4.98,1.2,17.65,12.7,28.21,23.34,15.76,48.53,48.3,24.87,1.16,1.1,1.15,0.96,0.48,100.08,76.85,52.19,38.59,35.0,45.69,40.73,12.38,10.58,4.98,3.51,-0.25,-0.25
2025-02-01 16:29:41.828,114.3,62.19,40.86,12.16,11.99,9.92,7.27,4.74,1.44,18.47,12.5,29.03,23.59,16.17,48.53,50.14,25.56,1.08,0.9,0.95,0.68,0.52,102.53,80.13,50.97,39.2,35.82,49.77,43.59,12.79,10.82,4.7,3.35,-0.25,-0.25
2025-02-01 16:29:42.078,112.26,63.01,40.86,12.4,12.15,10.24,7.6,4.9,1.2,19.9,12.7,29.6,23.83,16.02,49.97,49.53,26.09,1.12,1.26,1.11,0.92,0.6,104.16,82.18,46.09,36.54,33.99,47.12,35.21,13.2,11.39,4.7,3.1,-0.25,-0.25
2025-02-01 16:29:42.329,104.9,68.91,44.12,13.05,12.39,10.65,8.0,5.72,1.44,22.96,13.52,28.86,23.02,15.98,51.61,51.37,25.6,1.24,1.18,1.11,0.88,0.52,100.9,82.18,47.51,37.16,35.21,47.12,38.28,12.95,11.11,4.7,3.22,-0.25,-0.25
2025-02-01 16:29:42.578,96.72,67.69,43.3,13.38,12.64,11.14,8.57,5.64,1.52,22.76,14.34,27.88,21.88,15.86,50.38,49.12,24.7,1.24,1.22,1.31,0.88,0.6,101.71,80.95,45.47,35.72,33.99,46.51,35.62,11.65,10.29,4.45,3.1,-0.25,-0.25
2025-02-01 16:29:42.828,92.22,68.51,44.12,13.22,12.72,11.06,8.08,5.47,1.44,22.76,14.13,28.05,21.55,15.86,49.14,45.85,24.34,1.24,1.18,1.23,1.13,0.69,97.23,80.54,46.7,35.11,32.97,47.94,41.55,11.57,10.25,4.61,3.18,-0.25,-0.25
2025-02-01 16:29:43.113,88.54,65.45,41.68,13.22,12.96,11.14,8.17,5.15,0.87,20.51,12.91,27.88,22.45,16.02,46.68,46.05,24.58,1.0,0.94,0.87,0.72,0.36,93.96,72.76,47.1,35.52,33.58,43.24,34.8,11.89,10.41,4.61,3.18,-0.25,-0.25
2025-02-01 16:29:43.328,94.67,67.89,43.3,13.54,13.2,11.3,8.82,6.13,1.44,22.96,14.13,27.31,21.39,15.86,48.32,47.48,24.38,1.16,1.06,0.99,0.96,0.48,104.57,80.13,49.34,35.52,33.17,44.06,37.05,11.81,10.21,4.53,3.1,-0.25,-0.25
2025-02-01 16:29:43.578,95.9,67.49,40.86,13.86,13.28,11.47,8.57,5.64,1.44,21.33,13.32,28.21,21.88,15.82,50.58,50.76,24.34,1.16,0.98,1.15,0.92,0.6,91.52,69.49,49.14,36.34,33.38,44.67,37.05,11.81,10.5,4.86,3.43,-0.25,-0.25
2025-02-01 16:29:43.828,103.26,67.69,41.88,13.62,13.2,11.38,8.33,5.31,1.52,21.74,13.52,27.15,20.9,15.62,50.79,50.14,23.61,1.16,1.1,1.19,0.96,0.6,87.44,68.67,49.14,36.13,33.58,43.45,31.53,11.4,9.88,4.74,3.35,-0.25,-0.25
2025-02-01 16:29:44.078,104.08,68.3,42.08,14.11,13.77,11.87,8.57,6.13,1.44,20.51,14.54,27.07,21.15,15.98,53.66,48.1,23.56,1.29,1.22,1.07,0.92,0.6,89.07,67.44,48.94,37.16,34.19,45.28,33.78,10.83,9.4,4.78,3.35,-0.25,-0.25
2025-02-01 16:29:44.337,110.62,69.52,43.71,13.13,13.04,10.89,8.25,5.64,1.2,20.31,13.32,26.91,20.09,16.21,50.17,48.51,23.56,1.0,0.9,0.95,0.64,0.44,101.71,69.08,47.51,36.13,34.19,47.73,38.69,10.43,9.03,4.57,3.18,-0.25,-0.25
2025-02-01 16:29:44.587,108.58,66.06,40.86,13.22,12.64,10.49,7.84,5.23,0.79,20.1,12.7,27.97,21.55,16.37,51.81,49.53,24.34,1.04,1.02,0.99,0.8,0.44,94.37,64.57,46.09,36.34,33.38,44.88,34.39,11.24,9.76,4.82,3.14,-0.25,-0.25
2025-02-01 16:29:44.836,117.57,64.03,40.86,13.05,12.72,10.08,7.27,4.66,1.11,20.51,12.7,28.29,22.29,16.17,50.38,50.35,24.95,1.12,0.98,0.99,0.8,0.52,93.56,66.62,47.51,36.54,34.8,43.04,35.01,11.97,10.25,4.82,3.18,-0.25,-0.25
2025-02-01 16:29:45.138,115.94,63.41,40.25,12.65,12.15,9.67,7.43,4.66,1.03,18.26,12.7,28.94,22.69,16.35,48.94,48.51,25.48,1.08,0.9,1.03,0.76,0.6,90.29,67.85,46.09,36.54,33.99,40.79,36.03,12.3,10.58,4.74,3.22,-0.25,-0.25
2025-02-01 16:29:45.328,117.57,63.41,41.07,12.32,11.66,9.67,7.51,4.74,1.28,19.9,13.32,27.64,21.47,16.09,50.38,49.73,24.42,1.24,0.98,1.11,1.04,0.64,108.64,75.63,43.85,34.91,33.17,38.55,33.78,11.49,9.72,4.33,3.02,-0.25,-0.25
2025-02-01 16:29:45.578,111.85,65.04,42.29,12.08,11.5,10.24,7.11,4.74,1.11,19.49,12.7,28.78,22.69,16.45,48.32,48.51,25.03,0.92,0.94,0.82,0.72,0.52,97.23,72.76,43.44,35.72,33.78,40.79,35.42,12.14,10.05,4.9,3.27,-0.25,-0.25
2025-02-01 16:29:45.829,116.35,66.27,41.07,12.32,12.31,10.24,7.68,5.06,1.52,21.74,12.91,28.13,22.2,15.6,48.94,50.14,24.58,1.16,1.1,1.19,0.96,0.56,96.41,75.22,43.23,35.93,34.39,43.04,36.03,12.38,10.37,4.9,3.35,-0.25,-0.25
2025-02-01 16:29:46.078,115.53,67.69,42.08,11.75,11.26,9.67,7.11,4.82,1.44,20.72,12.91,27.72,21.39,15.92,48.53,49.94,24.13,1.12,1.02,1.07,0.88,0.56,91.93,71.12,43.23,36.34,34.19,43.65,37.26,11.65,10.01,4.78,3.35,-0.25,-0.25
2025-02-01 16:29:46.328,114.3,67.49,41.47,11.84,11.42,9.75,6.78,4.41,1.03,21.74,12.5,27.72,21.39,16.35,49.14,48.3,24.34,1.08,1.1,0.99,0.88,0.6,93.96,73.17,44.66,35.93,34.39,45.08,40.32,11.32,9.8,4.94,3.39,-0.25,-0.25
2025-02-01 16:29:46.579,107.35,67.69,41.47,11.43,10.93,8.86,6.37,4.0,1.44,21.33,12.09,28.21,21.23,16.11,49.35,48.71,24.7,1.16,1.02,0.99,0.84,0.56,97.63,72.76,44.25,35.52,33.38,45.9,37.67,11.65,10.13,4.66,3.18,-0.25,-0.25
2025-02-01 16:29:46.828,103.67,70.13,42.29,11.51,11.18,9.1,6.78,4.49,1.36,21.74,12.09,28.21,21.96,15.76,48.32,48.3,24.58,1.0,1.02,0.95,0.8,0.44,95.6,69.9,46.09,36.13,34.39,43.24,35.62,12.22,10.62,4.82,3.35,-0.25,-0.25
2025-02-01 16:29:47.098,97.95,70.95,41.47,10.7,10.69,8.77,6.86,4.0,0.71,19.29,10.66,26.91,20.58,15.49,48.12,47.28,23.4,0.76,0.85,0.87,0.68,0.32,90.7,69.08,47.51,35.11,32.16,42.43,34.8,11.08,9.93,4.66,3.18,-0.25,-0.25
2025-02-01 16:29:47.329,98.76,76.04,45.34,10.94,10.69,8.86,6.7,4.0,1.28,22.55,11.68,26.91,20.66,15.64,49.35,46.87,23.52,0.96,1.06,1.07,0.84,0.52,97.63,81.36,47.31,35.93,33.58,48.34,41.75,11.16,9.76,4.61,3.1,-0.25,-0.25
2025-02-01 16:29:47.578,93.86,74.62,44.52,10.86,10.61,8.69,6.29,3.92,1.36,21.33,11.07,27.56,20.82,15.41,48.53,48.1,23.93,1.08,1.02,0.99,0.84,0.56,93.15,74.4,45.47,35.93,33.17,47.53,41.35,11.73,10.25,4.74,3.27,-0.25,-0.25
2025-02-01 16:29:47.828,89.36,72.58,43.3,10.21,9.88,7.88,5.88,3.6,1.2,21.74,10.87,27.72,21.72,15.39,49.97,49.12,24.09,1.08,1.1,1.15,0.92,0.64,88.26,75.63,45.27,36.13,33.58,51.0,44.41,11.97,10.5,4.78,3.31,-0.25,-0.25
2025-02-01 16:29:48.078,91.81,70.54,44.32,9.89,9.72,8.45,6.13,3.76,1.11,20.92,10.87,27.48,21.39,15.43,48.73,47.28,23.85,1.16,1.02,0.99,0.84,0.52,87.44,73.99,42.62,35.11,32.56,51.61,44.62,11.73,10.05,4.74,3.22,-0.25,-0.25
2025-02-01 16:29:48.328,93.45,68.1,41.27,10.13,9.88,8.86,6.62,4.57,1.36,20.31,10.66,27.48,21.64,15.37,49.14,49.53,24.01,1.04,0.94,1.07,0.76,0.56,85.81,65.8,40.99,34.7,32.97,46.71,39.91,11.89,9.97,4.57,3.02,-0.25,-0.25
2025-02-01 16:29:48.578,95.08,67.49,41.68,10.78,10.29,9.02,7.11,4.66,1.52,20.92,11.48,27.97,22.61,15.0,47.5,47.89,24.42,1.37,1.14,1.19,0.92,0.73,89.07,66.21,42.22,34.29,32.77,44.06,36.03,12.63,10.82,4.7,3.18,-0.25,-0.25
2025-02-01 16:29:48.828,88.13,63.82,39.44,10.45,10.37,8.94,6.78,4.49,1.2,18.47,11.07,27.4,21.8,14.84,49.97,50.55,23.48,1.08,1.02,0.91,0.76,0.56,83.36,63.75,42.62,34.29,31.55,48.55,43.8,12.3,10.66,4.98,3.43,-0.25,-0.25
2025-02-01 16:29:49.078,95.08,64.84,41.47,10.54,10.69,8.94,6.94,4.49,1.44,19.69,10.66,27.4,21.23,15.66,50.17,50.96,23.77,1.16,1.18,1.11,0.84,0.44,88.26,68.67,43.85,35.32,32.77,44.47,37.26,11.49,10.09,4.66,3.31,-0.25,-0.25
2025-02-01 16:29:49.328,98.76,63.41,40.66,10.7,10.45,9.18,7.11,4.74,1.68,18.88,11.89,27.23,20.41,15.49,49.56,50.76,23.69,1.0,1.02,1.03,0.96,0.48,89.48,67.44,42.42,34.91,32.77,41.81,36.64,11.65,10.13,4.78,3.31,-0.25,-0.25
2025-02-01 16:29:49.578,94.67,60.97,38.22,10.7,10.37,9.1,6.86,4.57,1.36,18.67,11.48,26.82,20.5,14.74,50.58,52.39,23.24,1.0,0.9,0.91,0.6,0.48,89.89,67.03,42.22,35.32,32.36,43.45,40.53,11.89,10.41,4.98,3.55,-0.25,-0.25
2025-02-01 16:29:49.828,100.81,58.93,38.83,10.62,10.37,8.61,6.54,3.92,1.28,17.45,11.07,25.76,19.52,14.23,48.73,51.37,22.14,0.88,0.94,0.95,0.68,0.48,100.08,75.63,40.59,33.27,31.14,45.28,38.89,11.0,9.52,4.78,3.27,-0.25,-0.25
2025-02-01 16:29:50.099,95.49,56.69,37.0,9.89,9.96,8.12,5.4,3.43,0.79,16.22,9.44,26.09,20.5,14.84,45.45,47.69,22.91,0.68,0.69,0.74,0.47,0.16,91.93,69.08,39.37,32.66,30.12,48.34,42.98,11.08,9.72,4.7,3.06,-0.25,-0.25
2025-02-01 16:29:50.336,104.49,57.92,40.05,10.54,10.53,8.37,6.13,4.0,1.2,19.08,11.07,26.5,20.5,14.41,49.76,49.33,22.95,1.08,1.02,0.95,0.76,0.48,102.94,78.9,41.4,32.66,30.73,45.49,38.48,11.65,9.84,4.66,3.14,-0.25,-0.25
2025-02-01 16:29:50.587,102.03,56.49,37.61,10.37,10.2,8.69,6.62,4.49,1.03,17.45,10.46,26.34,21.07,14.37,49.35,48.3,23.12,1.0,0.98,0.87,0.68,0.48,99.27,76.44,46.7,34.09,31.95,42.63,33.78,11.73,9.93,4.78,3.31,-0.25,-0.25
2025-02-01 16:29:50.837,106.94,58.93,39.44,11.67,11.58,9.67,7.51,4.9,1.2,19.29,11.68,27.31,22.12,15.13,48.32,51.37,23.85,1.0,0.98,0.95,0.64,0.48,101.71,78.08,53.01,35.32,32.56,38.75,32.96,11.89,10.25,4.74,3.1,-0.25,-0.25
2025-02-01 16:29:51.086,116.35,60.77,39.85,11.92,11.34,10.0,8.08,5.31,1.36,19.69,11.48,27.4,21.96,15.35,49.76,49.73,24.22,1.12,1.1,1.23,1.04,0.64,100.49,78.08,53.01,36.34,33.17,38.55,33.37,12.3,10.54,4.66,3.18,-0.25,-0.25
2025-02-01 16:29:51.329,123.3,62.4,39.85,11.75,11.42,10.16,7.92,4.98,1.36,19.49,12.5,27.72,21.96,15.13,50.99,48.1,23.85,1.29,1.22,1.11,0.88,0.6,102.53,79.72,53.21,35.52,33.58,44.88,39.3,12.3,10.37,4.78,3.31,-0.25,-0.25
2025-02-01 16:29:51.578,122.89,62.19,39.03,11.35,11.18,9.75,7.02,4.25,1.2,19.08,12.5,27.31,22.12,15.11,51.81,51.37,24.05,1.29,1.3,1.31,0.96,0.73,101.3,82.58,49.14,35.11,32.77,47.73,41.35,12.06,10.25,4.78,3.31,-0.25,-0.25
2025-02-01 16:29:51.828,127.39,64.64,42.69,11.19,10.93,9.34,6.62,4.17,1.44,20.92,12.09,26.99,21.64,14.76,49.56,48.92,23.65,1.2,1.14,1.11,0.88,0.6,105.38,83.81,49.14,33.88,32.16,43.65,36.44,11.97,10.05,4.41,2.98,-0.25,-0.25
2025-02-01 16:29:52.098,109.4,64.84,42.08,11.43,11.01,9.59,6.62,4.57,0.55,19.08,10.66,27.4,21.96,15.13,48.53,48.51,23.97,0.8,0.77,0.82,0.51,0.28,97.63,75.22,46.49,33.68,31.55,40.79,35.83,12.22,10.46,4.7,3.39,-0.25,-0.25
2025-02-01 16:29:52.328,100.4,64.84,42.49,12.32,12.23,10.98,8.41,5.88,1.36,21.12,13.11,27.4,22.2,15.17,49.97,49.12,24.17,1.61,1.55,1.6,1.25,0.85,101.71,84.22,51.79,35.72,32.56,40.59,35.01,12.06,10.25,4.29,3.02,-0.25,-0.25
2025-02-01 16:29:52.578,95.9,67.08,43.91,11.92,11.58,10.49,7.76,5.31,1.52,21.33,13.11,28.05,22.04,15.29,50.79,49.94,24.3,1.41,1.26,1.35,1.04,0.89,98.04,79.72,47.71,36.34,33.17,42.84,39.71,12.3,10.54,4.66,3.35,-0.25,-0.25
2025-02-01 16:29:52.828,92.22,70.54,44.52,12.08,11.83,10.16,7.51,5.23,1.52,22.14,13.11,26.66,21.15,14.86,49.76,48.1,23.4,1.33,1.26,1.23,0.96,0.73,96.82,77.26,46.09,33.88,31.34,42.43,35.42,11.81,9.93,4.66,3.22,-0.25,-0.25
2025-02-01 16:29:53.078,91.81,70.54,44.73,12.24,11.83,10.41,7.19,5.47,1.11,23.17,12.7,26.42,21.15,14.84,48.73,48.71,23.04,1.16,1.14,1.07,0.92,0.52,93.56,75.22,47.31,33.68,31.34,41.81,33.99,11.57,9.84,4.61,3.35,-0.25,-0.25
2025-02-01 16:29:53.328,93.86,71.97,44.52,12.73,12.55,10.81,7.68,5.23,1.36,22.35,13.32,26.01,20.58,14.9,52.84,49.73,22.71,1.16,1.02,0.95,0.88,0.56,93.15,75.63,44.46,33.27,30.93,44.06,37.26,10.92,9.27,4.53,2.94,-0.25,-0.25
2025-02-01 16:29:53.579,92.22,72.58,44.12,13.3,12.72,10.98,8.17,5.31,1.52,23.37,13.93,26.58,20.98,14.82,53.25,50.96,23.16,1.16,1.02,1.11,0.92,0.6,88.26,69.9,43.64,34.5,32.36,43.04,35.42,11.4,10.01,4.86,3.35,-0.25,-0.25
2025-02-01 16:29:53.828,94.67,72.37,43.1,13.22,12.8,10.73,8.08,5.39,1.52,23.78,14.74,26.09,20.09,14.45,51.61,50.14,22.67,1.37,1.18,1.31,1.0,0.73,87.85,71.53,42.42,34.09,30.93,43.24,34.8,11.0,9.88,4.61,3.22,-0.25,-0.25
2025-02-01 16:29:54.078,95.9,71.15,43.1,13.13,12.96,10.41,7.27,4.9,1.52,22.96,13.93,26.34,20.25,15.21,48.53,48.71,23.0,1.24,1.14,1.15,0.96,0.69,89.07,66.21,42.42,34.29,31.95,43.65,35.21,10.92,9.72,4.82,3.27,-0.25,-0.25
