measuring point,CON_L5,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,GF3,GF4,RIS12,RIS13,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,RIS3,RIS5,RIS6,RIS9,RIS11,ULS1,ULS2,RIS14,RIS15,ZR1,ZR2,gm_ZR,gm_ZL
sensor number,1,3,4,6,7,8,9,10,11,15,16,21,22,30,31,32,33,34,35,36,37,38,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,250,250,100,100,25,250,250,50,50,50,50,50,50,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.213,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,0.083,0.131,0.644,1.144,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.285,-0.225,-0.111,0.039,0.139,1.099,1.099,1.68,1.779,1.444,1.883,0.0,0.0
2025-02-01 16:30:37.328,98.76,65.25,39.64,11.59,11.34,9.83,7.27,4.9,1.2,18.67,11.89,28.37,22.69,15.76,50.17,51.37,24.95,1.16,1.02,1.15,0.88,0.56,100.08,74.4,40.18,34.7,34.39,35.9,33.17,12.46,10.46,4.61,3.22,-0.25,-0.25
2025-02-01 16:30:37.578,99.17,64.64,38.22,12.0,11.66,10.24,7.19,5.06,0.79,18.88,12.91,28.54,23.26,15.72,51.61,52.6,24.95,1.08,0.98,1.03,0.8,0.48,99.27,74.81,40.99,35.52,33.99,39.77,39.3,12.63,10.86,4.82,3.31,-0.25,-0.25
2025-02-01 16:30:37.828,111.03,65.04,38.83,11.92,11.74,9.75,7.51,4.98,1.6,19.29,12.3,28.54,23.1,15.86,55.71,50.55,24.78,1.2,1.3,1.19,1.0,0.52,104.97,87.5,47.92,38.18,33.99,38.75,35.62,12.46,10.37,4.7,3.35,-0.25,-0.25
2025-02-01 16:30:38.078,96.72,59.54,38.02,11.75,11.42,9.83,7.11,4.74,1.36,16.43,12.09,29.03,23.02,15.74,55.91,50.55,25.11,0.96,0.85,0.87,0.64,0.44,92.33,73.58,47.1,37.56,34.19,41.41,39.51,13.2,11.43,5.19,3.55,-0.25,-0.25
2025-02-01 16:30:38.337,108.58,59.75,37.81,12.24,11.58,9.67,7.19,4.82,1.2,18.67,12.3,27.8,21.64,15.53,50.79,49.73,24.66,1.16,1.26,1.15,0.84,0.6,102.53,81.36,45.27,36.75,33.78,38.55,33.78,12.14,10.7,4.53,3.22,-0.25,-0.25
2025-02-01 16:30:38.586,106.12,59.34,38.83,11.67,11.34,9.43,6.45,4.49,1.03,18.26,11.89,27.64,21.47,15.31,51.4,49.73,24.42,0.88,0.81,0.74,0.68,0.44,103.34,78.9,45.27,35.93,33.38,38.14,32.96,12.3,10.74,4.78,3.27,-0.25,-0.25
2025-02-01 16:30:38.837,108.58,58.53,37.61,12.24,11.99,10.0,7.11,4.9,1.28,18.67,13.11,27.4,21.31,14.78,54.07,50.55,23.73,0.92,0.94,1.11,0.88,0.69,104.57,77.26,45.68,35.93,33.17,40.18,40.12,12.54,10.62,4.86,3.18,-0.25,-0.25
2025-02-01 16:30:39.135,104.49,58.32,36.8,11.51,11.18,9.43,6.54,3.92,1.03,16.84,11.07,27.4,21.47,15.58,50.58,47.89,23.97,0.96,0.94,0.91,0.72,0.4,102.53,74.81,47.92,36.13,32.56,37.12,33.58,11.49,9.93,4.66,3.02,-0.25,-0.25
2025-02-01 16:30:39.328,104.08,61.79,38.63,12.32,12.07,10.16,7.51,5.15,1.44,17.86,13.52,27.56,21.88,16.49,51.81,50.35,24.5,1.2,1.18,1.07,0.92,0.73,109.05,79.31,47.1,36.75,33.38,37.73,35.62,11.16,9.52,4.57,3.02,-0.25,-0.25
2025-02-01 16:30:39.579,98.76,66.06,38.83,12.48,12.39,10.57,7.92,5.06,1.36,19.29,13.52,30.0,24.08,17.02,49.35,50.14,26.29,1.33,1.26,1.27,1.0,0.77,105.79,73.17,48.53,38.79,36.22,35.9,30.92,12.71,10.66,4.9,3.27,-0.25,-0.25
2025-02-01 16:30:39.828,97.95,64.23,38.63,12.32,11.91,9.92,7.27,4.9,1.6,18.06,12.3,30.57,24.56,16.96,50.38,50.76,26.74,1.2,1.22,1.27,1.08,0.73,105.38,73.99,50.77,39.81,37.65,37.12,32.35,13.2,11.35,4.82,3.43,-0.25,-0.25
2025-02-01 16:30:40.099,98.35,65.25,39.24,12.16,11.74,9.43,6.86,3.92,0.79,18.26,11.89,30.0,23.51,17.15,48.53,51.37,26.86,1.04,0.94,1.15,0.88,0.6,99.67,70.3,49.95,40.22,37.04,36.31,30.71,12.54,10.98,4.53,3.14,-0.25,-0.25
2025-02-01 16:30:40.329,103.26,66.88,40.05,12.0,11.66,9.18,6.86,4.09,1.2,18.26,12.5,29.27,22.37,16.94,51.2,52.8,26.05,1.24,1.06,1.19,0.92,0.6,106.61,79.72,52.4,39.2,36.43,41.41,38.89,12.06,10.37,4.29,2.94,-0.25,-0.25
2025-02-01 16:30:40.578,103.26,64.64,37.21,11.92,11.66,9.51,7.11,4.66,1.44,17.65,12.3,30.09,23.1,17.23,51.81,50.76,26.45,1.24,1.22,1.27,1.04,0.73,92.74,72.35,52.19,41.24,37.85,39.57,36.03,12.38,10.78,4.94,3.51,-0.25,-0.25
2025-02-01 16:30:40.828,110.21,65.04,38.22,11.84,11.74,9.43,7.43,5.39,1.11,17.24,12.3,28.21,21.55,16.43,50.17,50.35,25.03,1.2,1.18,1.15,0.92,0.64,106.2,77.67,48.12,38.59,35.21,36.31,33.17,11.81,9.88,4.49,3.14,-0.25,-0.25
2025-02-01 16:30:41.099,110.62,64.03,38.02,11.92,11.58,9.67,7.11,4.9,0.95,17.04,11.68,28.54,22.04,16.94,49.76,49.94,25.35,1.16,0.85,0.87,0.72,0.4,98.04,68.26,46.49,38.18,35.41,34.88,30.3,11.32,9.8,4.37,3.02,-0.25,-0.25
2025-02-01 16:30:41.328,114.71,63.62,38.42,12.24,11.91,10.16,7.35,5.06,1.11,16.63,12.7,29.92,22.94,17.66,51.4,51.98,26.41,1.08,1.1,1.07,0.92,0.64,97.63,72.76,49.75,40.22,37.24,38.14,34.8,12.38,10.33,4.86,3.31,-0.25,-0.25
2025-02-01 16:30:41.578,117.16,63.62,37.41,11.59,11.34,9.51,6.13,4.41,1.44,16.02,12.3,30.41,22.94,18.02,50.79,50.96,26.82,1.12,1.06,1.03,0.84,0.52,97.23,72.76,49.34,40.43,36.83,41.61,38.89,12.14,10.33,4.61,3.27,-0.25,-0.25
2025-02-01 16:30:41.829,119.21,63.21,37.21,11.84,11.34,9.51,6.21,4.74,1.28,16.02,11.28,29.27,22.37,17.49,50.38,49.53,26.41,1.12,1.06,1.07,0.76,0.64,106.2,75.63,48.94,37.77,35.41,42.22,34.19,11.73,10.09,4.41,2.94,-0.25,-0.25
2025-02-01 16:30:42.078,119.21,64.64,38.22,11.35,11.1,9.02,6.45,4.66,1.36,17.45,12.09,30.49,23.51,17.64,54.27,49.73,26.94,1.24,1.06,1.07,0.92,0.6,99.27,73.99,54.84,42.27,38.87,40.59,33.78,12.79,10.9,4.94,3.51,-0.25,-0.25
2025-02-01 16:30:42.328,115.94,64.23,38.02,11.27,11.42,9.59,6.78,5.06,1.44,17.04,11.89,30.49,23.59,17.45,50.58,51.17,26.74,1.08,0.98,1.15,0.96,0.6,88.66,68.67,55.45,44.51,38.87,41.61,36.03,12.63,10.9,4.86,3.31,-0.25,-0.25
2025-02-01 16:30:42.579,114.3,67.89,40.25,11.27,11.01,9.1,6.78,4.82,1.36,19.29,11.89,29.11,22.29,16.76,48.94,50.14,25.88,1.33,1.26,1.23,1.0,0.73,98.86,74.4,53.42,43.49,37.65,44.88,34.39,12.54,10.37,4.53,3.1,-0.25,-0.25
2025-02-01 16:30:42.828,106.94,68.71,40.05,11.1,10.93,9.26,6.45,4.41,1.11,18.67,11.48,29.43,22.53,16.9,49.56,49.33,25.88,1.24,1.18,1.07,0.88,0.52,89.89,66.62,52.19,41.86,37.04,46.51,36.03,12.46,10.62,4.94,3.27,-0.25,-0.25
2025-02-01 16:30:43.098,102.44,69.32,40.05,10.7,10.45,8.94,6.54,4.41,0.95,17.86,10.66,28.05,21.55,16.27,50.17,49.12,24.99,0.84,0.81,0.82,0.6,0.32,89.07,67.03,46.49,37.16,33.78,45.28,37.26,12.14,10.13,4.57,3.1,-0.25,-0.25
2025-02-01 16:30:43.329,101.63,67.69,39.24,11.19,10.69,9.51,6.94,4.82,1.52,19.08,12.09,28.7,22.12,15.78,49.76,50.35,25.23,1.29,1.18,1.23,0.84,0.6,92.74,69.08,44.46,37.16,34.19,44.67,37.26,12.38,10.86,4.61,3.22,-0.25,-0.25
2025-02-01 16:30:43.578,96.31,67.08,39.24,10.94,10.61,9.18,6.94,4.66,1.28,20.1,11.89,28.37,22.29,16.15,53.25,50.55,24.83,1.24,1.22,1.19,0.92,0.64,89.89,67.03,42.62,35.72,33.58,46.3,41.55,12.22,10.5,4.82,3.39,-0.25,-0.25
2025-02-01 16:30:43.828,102.03,67.49,41.68,10.37,10.12,8.94,6.62,4.49,1.28,19.29,11.48,27.88,21.47,16.11,52.84,50.14,24.54,1.08,1.02,1.11,0.84,0.4,95.19,73.58,41.4,35.32,33.38,49.36,44.41,11.57,10.05,4.57,3.14,-0.25,-0.25
2025-02-01 16:30:44.098,95.08,64.03,39.24,10.54,10.37,9.02,6.78,4.25,0.95,17.65,10.26,27.64,20.98,15.8,48.73,49.12,24.5,0.88,0.81,0.95,0.64,0.4,89.89,71.94,41.2,35.93,33.17,46.1,37.67,11.65,10.46,4.57,3.1,-0.25,-0.25
2025-02-01 16:30:44.337,94.67,64.84,38.42,11.43,10.85,9.43,6.94,4.74,1.2,18.88,11.89,27.48,21.23,15.56,47.3,50.55,23.97,0.92,0.85,0.87,0.72,0.4,90.7,72.35,42.42,34.91,32.36,45.9,39.51,11.89,10.13,4.74,3.27,-0.25,-0.25
2025-02-01 16:30:44.587,102.03,64.64,39.85,11.67,11.42,9.92,7.11,4.41,1.11,18.47,11.48,26.58,20.9,15.11,50.99,48.92,23.24,0.92,0.9,0.95,0.72,0.36,99.27,73.99,42.62,35.11,32.77,45.49,38.48,11.49,9.76,4.61,3.27,-0.25,-0.25
2025-02-01 16:30:44.836,106.94,63.41,38.83,11.75,11.42,9.83,7.11,4.49,1.11,17.04,11.89,26.42,20.09,14.94,47.71,49.73,23.08,1.04,0.98,0.99,0.84,0.6,104.97,80.13,42.22,33.68,31.55,41.61,36.85,10.92,9.76,4.78,3.02,-0.25,-0.25
2025-02-01 16:30:45.128,103.67,61.99,39.03,12.24,11.83,9.75,7.27,5.15,1.03,17.04,12.5,27.56,21.23,15.78,48.94,51.98,23.85,0.92,0.94,0.91,0.72,0.36,99.67,78.08,48.53,36.13,33.17,40.18,36.03,11.4,10.13,4.86,3.27,-0.25,-0.25
2025-02-01 16:30:45.329,105.71,60.97,36.8,12.0,11.66,9.83,7.11,4.98,1.52,18.47,12.7,27.72,21.47,15.49,47.3,51.37,24.17,1.04,1.1,1.15,0.92,0.56,104.97,80.95,53.62,36.95,34.8,37.53,34.19,11.81,10.25,4.74,3.18,-0.25,-0.25
2025-02-01 16:30:45.578,107.35,61.99,39.03,11.84,11.42,9.75,6.94,4.82,1.2,17.45,12.09,27.56,21.15,15.17,46.27,51.37,23.93,1.2,1.1,1.03,0.92,0.56,110.28,83.81,53.82,37.56,34.19,37.73,32.55,11.89,10.41,4.78,3.47,-0.25,-0.25
2025-02-01 16:30:45.828,108.58,62.4,40.25,11.43,11.18,9.34,6.78,4.33,0.87,18.67,11.28,27.31,21.23,15.96,48.32,49.53,23.97,1.04,0.98,1.11,0.88,0.36,108.64,79.72,54.03,37.36,34.8,39.37,37.87,11.0,9.76,4.49,3.18,-0.25,-0.25
2025-02-01 16:30:46.078,115.53,63.82,39.44,11.1,10.77,8.69,6.45,4.33,1.36,19.69,11.89,28.05,21.31,16.53,46.48,50.14,24.62,1.08,1.06,1.03,1.0,0.56,104.97,82.99,53.82,37.97,34.39,36.1,31.12,11.16,9.8,4.61,3.31,-0.25,-0.25
2025-02-01 16:30:46.328,120.85,67.49,41.27,11.75,11.42,9.92,7.11,5.31,1.36,20.92,12.5,27.88,20.98,16.0,49.14,49.53,24.58,1.04,1.06,1.07,0.8,0.73,108.24,87.09,52.6,37.77,34.6,35.69,32.14,11.4,10.13,4.53,3.14,-0.25,-0.25
2025-02-01 16:30:46.578,116.35,66.67,40.05,11.75,11.42,9.83,7.02,5.15,1.11,20.51,12.3,27.15,21.23,15.86,49.76,50.35,24.34,1.16,1.14,0.99,0.84,0.48,110.28,85.86,49.75,35.52,32.77,34.06,28.26,11.32,9.84,4.25,2.82,-0.25,-0.25
2025-02-01 16:30:46.828,120.85,69.12,40.46,11.92,11.34,10.16,7.27,5.15,1.36,21.33,12.7,27.97,22.04,15.86,48.53,50.96,24.38,1.2,1.22,1.23,1.0,0.64,123.32,100.19,67.67,46.15,42.53,33.04,26.83,12.14,10.01,4.37,3.18,-0.25,-0.25
2025-02-01 16:30:47.078,104.49,69.32,42.29,11.92,11.83,10.0,7.19,5.23,1.36,21.33,12.09,29.76,22.86,16.74,49.35,53.21,25.96,1.2,1.22,1.03,0.88,0.73,103.34,82.18,60.34,45.95,43.75,33.65,29.08,13.11,10.98,4.98,3.47,-0.25,-0.25
2025-02-01 16:30:47.328,97.54,67.49,42.08,11.75,10.85,9.67,7.02,4.9,1.52,20.92,12.5,30.57,21.8,18.27,50.58,51.57,27.14,1.12,1.06,1.03,0.64,0.48,93.15,72.76,58.51,48.4,45.38,38.55,39.51,12.06,10.29,4.74,3.1,-0.25,-0.25
2025-02-01 16:30:47.578,94.26,68.1,41.88,11.51,11.18,9.26,6.05,4.0,1.52,19.49,11.28,30.17,20.66,18.82,52.02,53.21,26.94,1.29,1.35,1.31,1.0,0.73,98.04,71.53,57.08,48.6,44.77,37.94,33.99,10.67,9.27,4.25,2.9,-0.25,-0.25
2025-02-01 16:30:47.828,91.81,68.3,41.88,11.84,11.26,9.67,6.54,4.98,1.84,20.51,12.3,30.33,20.9,19.17,49.14,50.35,26.94,1.04,1.14,1.11,0.88,0.44,109.05,75.63,57.08,47.58,42.94,35.29,29.49,10.18,8.95,4.04,2.65,-0.25,-0.25
2025-02-01 16:30:48.098,86.9,68.71,41.68,11.43,11.42,9.51,6.94,4.9,0.95,19.69,11.48,30.49,21.23,19.29,45.45,48.71,27.1,1.0,1.02,1.15,0.92,0.77,94.78,71.53,57.49,47.79,42.94,34.67,27.24,10.92,9.52,4.37,3.18,-0.25,-0.25
2025-02-01 16:30:48.328,87.72,68.91,42.69,12.0,11.74,9.92,7.35,5.23,1.52,21.94,12.09,30.9,22.37,18.96,48.12,47.89,27.55,1.41,1.39,1.4,1.17,0.77,93.96,68.67,55.86,46.76,42.53,36.31,32.76,11.81,10.09,4.61,3.18,-0.25,-0.25
2025-02-01 16:30:48.578,94.26,66.67,40.66,11.92,11.58,9.67,7.11,5.23,1.44,19.9,12.09,30.0,22.04,17.92,49.35,48.51,26.65,1.16,1.22,1.19,1.08,0.64,97.23,67.03,52.81,44.31,39.68,34.88,29.49,11.89,10.17,4.45,2.94,-0.25,-0.25
2025-02-01 16:30:48.828,101.63,65.86,40.05,11.19,11.18,9.26,6.78,4.9,1.44,21.33,12.5,30.41,23.1,17.86,49.97,49.73,27.1,1.33,1.3,1.23,1.0,0.73,90.29,69.08,50.97,42.88,40.09,38.14,35.42,12.54,10.58,4.66,3.35,-0.25,-0.25
2025-02-01 16:30:49.078,111.85,64.64,39.24,11.27,10.69,8.86,6.62,4.98,1.44,19.69,11.48,28.78,21.55,16.8,52.63,49.53,25.48,1.37,1.18,1.19,0.88,0.85,108.64,83.4,47.92,37.36,34.8,35.08,31.53,11.0,9.72,4.0,2.65,-0.25,-0.25
2025-02-01 16:30:49.328,110.62,63.62,38.42,10.54,10.29,8.37,6.7,4.49,1.44,17.86,10.46,29.84,23.1,17.45,49.56,48.71,26.25,0.88,0.85,0.87,0.68,0.36,94.37,76.44,52.4,44.31,39.07,36.51,32.55,12.06,10.74,4.82,3.35,-0.25,-0.25
2025-02-01 16:30:49.578,102.03,59.54,38.22,9.97,9.96,8.37,6.05,4.25,1.36,17.24,11.07,30.09,22.37,17.33,49.35,48.92,26.25,0.96,0.94,1.03,0.8,0.48,84.59,69.08,51.38,44.11,39.68,41.0,36.23,12.14,10.86,4.94,3.43,-0.25,-0.25
2025-02-01 16:30:49.828,96.72,58.32,36.19,9.56,9.23,7.47,5.56,3.6,1.36,16.63,10.26,28.62,21.15,16.88,47.71,48.51,25.11,1.12,1.1,0.99,1.04,0.56,85.81,69.9,55.25,45.95,41.72,44.26,40.12,11.81,10.33,4.74,3.1,-0.25,-0.25
2025-02-01 16:30:50.098,102.85,59.54,35.99,9.48,9.31,7.47,5.23,3.76,0.95,15.2,9.24,26.91,19.52,16.35,48.12,49.33,23.73,0.92,0.94,0.82,0.56,0.28,94.78,76.04,54.44,42.88,38.46,48.55,41.14,10.18,9.23,4.33,2.98,-0.25,-0.25
2025-02-01 16:30:50.337,99.17,59.34,35.38,9.89,9.64,7.96,6.21,4.57,1.11,15.61,9.85,26.5,19.11,15.76,49.14,50.96,23.56,0.92,0.9,0.91,0.64,0.36,94.78,69.49,51.18,41.45,37.04,46.71,35.21,10.59,9.56,4.61,3.1,-0.25,-0.25
2025-02-01 16:30:50.586,102.44,61.99,36.39,10.37,10.12,8.69,6.86,4.74,1.03,17.24,10.46,26.42,20.09,15.72,47.09,47.69,23.16,1.0,1.02,0.99,0.76,0.44,93.15,71.12,52.4,41.04,37.65,48.55,38.48,10.67,9.44,4.74,3.31,-0.25,-0.25
2025-02-01 16:30:50.837,107.76,63.01,35.99,10.94,10.69,9.43,6.86,4.98,1.2,17.45,11.28,26.17,19.19,15.62,47.3,49.53,23.28,0.92,0.9,0.87,0.64,0.28,103.34,82.18,50.57,38.79,35.0,49.16,39.71,10.35,9.27,4.49,3.02,-0.25,-0.25
2025-02-01 16:30:51.133,111.85,63.82,37.21,10.7,10.45,9.1,6.78,4.66,1.28,18.26,11.68,28.05,20.82,16.19,49.56,52.19,24.5,1.12,1.06,1.15,1.0,0.4,103.34,79.31,53.01,41.04,37.24,47.53,37.46,11.89,10.41,4.94,3.43,-0.25,-0.25
2025-02-01 16:30:51.328,111.85,64.43,38.42,10.86,10.69,8.86,6.62,4.33,1.28,17.45,11.48,27.56,20.09,15.72,48.73,50.76,24.13,0.96,1.1,0.99,0.76,0.36,108.24,79.31,51.99,40.83,35.21,48.55,39.51,11.97,10.29,4.74,3.22,-0.25,-0.25
2025-02-01 16:30:51.578,115.12,65.86,39.64,11.19,10.77,9.1,6.45,4.33,1.44,17.04,11.68,27.72,21.15,15.78,49.97,49.53,24.5,1.12,1.06,1.07,1.0,0.52,109.05,73.99,51.79,40.02,35.41,47.53,36.23,11.89,10.46,4.7,3.18,-0.25,-0.25
2025-02-01 16:30:51.828,114.71,66.88,38.63,10.7,10.37,8.86,6.62,4.49,1.52,17.24,11.68,28.37,21.72,16.09,49.35,49.33,24.74,1.08,1.1,1.15,0.72,0.4,104.16,74.4,53.82,40.02,36.63,47.12,31.74,12.14,10.25,4.82,3.35,-0.25,-0.25
2025-02-01 16:30:52.098,109.4,69.52,39.03,10.86,10.69,9.02,6.78,4.49,0.95,17.65,10.46,27.88,21.39,15.78,47.3,49.94,24.42,1.0,0.98,0.95,0.76,0.48,100.9,73.99,51.99,38.38,35.21,45.08,34.39,11.97,10.25,4.41,3.06,-0.25,-0.25
2025-02-01 16:30:52.328,100.81,70.95,40.86,11.19,11.26,9.43,7.43,5.06,1.44,19.29,12.5,28.54,22.37,15.66,50.17,51.37,25.11,1.24,1.06,1.19,0.96,0.64,104.57,78.9,50.36,38.38,35.0,44.26,39.71,12.54,11.07,4.7,3.1,-0.25,-0.25
2025-02-01 16:30:52.578,97.13,70.13,40.66,11.51,11.1,9.67,6.94,4.82,1.36,19.29,11.89,28.45,22.69,15.29,50.79,49.12,24.78,1.33,1.14,1.11,1.13,0.69,95.19,72.76,47.71,36.75,34.19,40.59,37.46,12.71,11.03,4.7,3.31,-0.25,-0.25
2025-02-01 16:30:52.828,104.9,68.3,42.08,11.43,11.1,9.26,6.62,4.57,1.6,22.76,11.89,27.23,21.96,14.86,49.56,49.12,23.77,1.24,1.26,1.19,1.08,0.73,91.52,71.12,43.64,35.11,33.17,39.98,36.23,12.14,10.54,4.7,3.27,-0.25,-0.25
2025-02-01 16:30:53.098,103.26,67.49,39.64,10.37,10.04,8.53,5.88,4.0,0.87,19.08,9.85,26.42,21.15,14.94,47.71,47.08,23.24,0.96,0.98,0.99,0.72,0.48,89.48,64.57,39.16,32.66,30.32,43.45,39.51,11.16,9.64,4.57,3.02,-0.25,-0.25
2025-02-01 16:30:53.328,102.85,66.47,41.88,10.7,10.04,8.77,5.97,4.33,1.68,20.51,11.28,27.56,22.2,15.53,52.63,48.1,23.81,1.29,1.18,1.19,0.96,0.69,90.29,65.8,39.77,34.09,32.36,41.41,35.42,11.49,10.01,4.78,3.31,-0.25,-0.25
2025-02-01 16:30:53.578,93.45,63.62,40.46,10.37,10.2,8.45,6.29,4.17,1.36,18.88,10.87,27.31,21.55,15.47,51.4,49.94,23.85,1.16,1.1,1.15,0.92,0.52,90.7,67.44,41.81,34.09,32.16,40.18,35.21,11.97,10.25,4.9,3.31,-0.25,-0.25
2025-02-01 16:30:53.828,95.08,64.43,40.25,10.86,10.53,8.86,6.45,4.41,1.36,18.88,10.87,26.82,21.15,15.66,50.58,50.55,23.69,1.24,1.14,1.15,1.04,0.69,89.48,67.44,41.2,34.29,32.36,39.37,33.78,11.24,9.88,4.7,3.1,-0.25,-0.25
2025-02-01 16:30:54.078,93.86,65.04,39.44,10.37,10.2,8.53,6.21,4.17,1.52,18.88,10.66,27.56,20.98,15.66,55.09,52.19,23.73,1.24,1.18,1.15,0.96,0.64,87.85,67.44,43.85,35.52,32.97,39.16,36.85,11.4,10.05,4.94,3.31,-0.25,-0.25
2025-02-01 16:30:54.328,97.13,64.43,38.83,10.62,10.2,9.02,6.37,4.09,1.2,18.67,10.87,27.07,21.07,15.47,54.07,50.76,23.48,1.12,0.94,1.15,0.92,0.52,90.29,69.9,42.01,34.7,33.17,39.57,36.64,11.16,9.64,4.7,3.31,-0.25,-0.25
2025-02-01 16:30:54.578,96.72,61.17,38.42,10.05,10.04,8.37,6.21,4.09,1.44,16.22,10.46,27.8,21.8,15.96,49.14,50.96,23.93,0.88,0.85,0.99,0.8,0.48,90.7,71.53,44.66,36.13,32.97,43.04,39.3,11.57,9.84,5.02,3.59,-0.25,-0.25
2025-02-01 16:30:54.828,96.72,59.34,38.83,10.54,10.45,8.53,6.21,4.33,1.44,17.24,11.28,27.8,22.29,15.64,50.17,51.17,24.17,1.04,0.98,1.03,0.76,0.52,92.33,74.81,44.25,35.32,32.97,43.24,36.44,11.97,10.05,4.78,3.35,-0.25,-0.25
2025-02-01 16:30:55.078,101.63,57.3,36.19,10.62,10.53,8.77,6.05,4.41,1.36,16.63,11.48,28.62,23.26,15.82,49.56,47.89,24.87,1.2,1.14,1.11,0.92,0.77,95.6,76.85,45.27,36.34,35.0,40.39,35.42,12.46,10.74,4.94,3.43,-0.25,-0.25
2025-02-01 16:30:55.328,101.22,57.51,36.8,10.78,10.61,9.34,6.94,4.82,1.44,16.63,11.89,28.62,22.86,15.94,49.97,49.12,24.83,1.16,1.18,1.15,1.0,0.69,98.04,78.08,45.88,35.72,34.6,43.24,36.85,12.46,10.66,4.82,3.27,-0.25,-0.25
2025-02-01 16:30:55.578,99.58,57.3,38.02,10.45,10.12,8.77,6.29,4.33,1.2,17.24,11.07,29.11,22.69,16.41,51.81,48.3,25.07,0.92,1.06,0.95,0.8,0.32,95.19,75.63,48.33,36.75,34.39,43.86,38.07,12.46,10.74,4.9,3.47,-0.25,-0.25
2025-02-01 16:30:55.828,105.71,60.16,38.83,11.43,11.5,9.92,6.78,5.15,1.36,18.88,12.5,28.54,21.96,16.23,50.99,51.57,24.78,1.12,1.06,1.11,0.72,0.48,101.3,76.85,47.31,37.16,35.21,41.41,33.37,11.97,10.41,4.78,3.47,-0.25,-0.25
2025-02-01 16:30:56.098,109.8,59.95,37.81,11.75,11.58,9.18,6.78,4.57,0.87,17.04,11.28,27.8,20.74,16.02,47.91,48.92,24.22,1.0,0.94,0.99,0.68,0.36,96.0,72.35,48.12,37.56,34.8,40.39,38.07,11.49,10.05,4.7,3.31,-0.25,-0.25
2025-02-01 16:30:56.335,115.53,61.99,39.24,11.92,12.07,9.83,6.94,4.41,1.44,18.67,12.3,27.23,20.58,15.51,49.14,50.35,23.61,1.29,1.02,0.95,0.88,0.6,96.41,74.4,48.33,38.99,36.43,40.39,35.62,11.57,9.68,4.7,3.31,-0.25,-0.25
2025-02-01 16:30:56.587,112.67,63.21,40.66,11.59,11.42,9.43,6.54,4.17,1.2,19.69,12.09,27.23,21.07,15.7,50.58,49.53,23.97,1.16,1.14,1.03,1.0,0.56,101.71,77.67,48.53,38.59,35.82,42.02,39.91,11.49,9.48,4.57,3.18,-0.25,-0.25
2025-02-01 16:30:56.837,117.16,63.62,41.07,11.75,11.66,9.51,6.37,4.25,1.2,19.29,12.09,28.7,22.37,16.09,49.14,49.53,25.03,1.12,1.02,1.03,0.92,0.44,105.38,78.49,48.94,37.97,35.61,42.63,36.44,12.38,10.37,4.7,3.06,-0.25,-0.25
2025-02-01 16:30:57.086,117.16,66.47,41.47,11.35,11.26,9.18,6.45,4.25,1.36,19.9,11.68,29.27,23.02,16.25,52.84,50.76,25.48,1.0,0.98,0.91,0.72,0.4,105.79,82.58,56.06,41.04,37.44,43.45,37.05,12.71,10.74,4.86,3.63,-0.25,-0.25
2025-02-01 16:30:57.329,101.22,65.04,42.08,11.51,11.34,9.43,6.62,4.25,1.2,21.33,12.3,30.17,23.91,16.6,54.89,51.57,26.61,1.12,1.1,1.19,0.92,0.56,93.15,75.63,55.66,41.65,37.24,45.28,37.05,13.44,11.56,5.06,3.51,-0.25,-0.25
2025-02-01 16:30:57.578,102.85,72.78,45.94,11.84,11.58,9.51,6.94,4.49,1.93,23.17,13.52,29.43,22.61,16.88,54.48,52.6,25.84,1.45,1.39,1.4,1.13,0.89,104.97,86.68,55.45,39.2,34.6,45.69,37.26,11.4,10.05,4.25,2.69,-0.25,-0.25
2025-02-01 16:30:57.828,89.77,67.49,42.29,11.92,11.74,9.67,7.19,4.9,1.84,22.14,12.7,29.92,23.26,17.19,48.12,51.17,26.17,1.49,1.43,1.44,1.21,0.81,97.63,80.13,59.93,43.7,38.26,49.16,42.16,12.71,10.66,4.78,3.55,-0.25,-0.25
2025-02-01 16:30:58.098,87.31,67.08,42.9,10.54,10.12,8.37,6.21,4.25,0.87,20.31,10.05,29.27,21.88,16.98,47.91,48.71,25.84,0.92,0.94,0.91,0.84,0.4,90.29,71.94,53.21,41.45,36.22,45.69,34.6,12.14,10.5,4.7,3.14,-0.25,-0.25
2025-02-01 16:30:58.328,107.76,67.28,41.88,12.0,11.74,10.16,8.17,5.88,1.44,20.92,12.7,27.56,20.41,16.49,48.12,49.53,24.7,1.04,1.18,1.15,0.84,0.64,114.76,96.91,62.78,40.83,35.61,42.02,29.28,11.0,9.31,4.12,2.69,-0.25,-0.25
2025-02-01 16:30:58.578,101.22,66.06,41.47,12.4,12.39,11.06,8.74,6.21,1.6,21.53,13.11,31.15,23.67,17.62,49.14,52.39,26.86,1.24,1.14,1.19,1.0,0.52,100.49,82.18,61.97,47.58,42.53,45.08,33.37,13.11,11.56,5.23,3.84,-0.25,-0.25
